titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$8.000.000,"128 m²
3 hab.
5 bañ.
2 par.",128,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-2-garajes/11704-M5578738,11704-M5578738,13,39
"Apartamento en Arriendo, La Calera, Medellín",La Calera | Medellín,$11.500.000,"168 m²
4 hab.
5 bañ.
2 par.",168,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-calera-4-habitaciones-5-banos-2-garajes/16509-M6067321,16509-M6067321,13,40
"Apartamento en Arriendo, Las Lomas, Medellín",Las Lomas | Medellín,$9.800.000,"165 m²
4 hab.
5 bañ.",165,4,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-4-habitaciones-5-banos/2214-M5971131,2214-M5971131,13,41
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$11.000.000,"283 m²
3 hab.
4 bañ.",283,3,4,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-4-banos/2214-M5980376,2214-M5980376,13,42
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$5.300.000,"102 m²
4 hab.
2 bañ.
1 par.",102,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-2-banos-1-garajes/11704-M5983518,11704-M5983518,13,43
"Apartamento en Arriendo, La Frontera, Medellín",La Frontera | Medellín,$3.600.000,"82 m²
3 hab.
3 bañ.
1 par.",82,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-frontera-3-habitaciones-3-banos-1-garajes/14059-M5990797,14059-M5990797,13,44
"Apartamento en Arriendo, EL POBLADO CASTROPOL, Medellín",EL POBLADO CASTROPOL | Suroriente | Medellín,$6.500.000,"128 m²
3 hab.
3 bañ.
1 par.",128,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/233-M5621164,233-M5621164,13,45
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.300.000,"49 m²
2 hab.
1 bañ.",49,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-2-habitaciones-1-banos/18714-M5714509,18714-M5714509,13,46
"Apartamento en Arriendo, Robledo, Medellín",Robledo | Medellín,$1.500.000,"53 m²
3 hab.
2 bañ.",53,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-3-habitaciones-2-banos/14059-M6005105,14059-M6005105,13,47
"Apartamento en Arriendo, EL POBLADO LOMA DE LOS PARRA, Medellín",EL POBLADO LOMA DE LOS PARRA | Suroriente | Medellín,$6.500.000,"170 m²
3 hab.
3 bañ.
1 par.",170,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-1-garajes/233-M4073496,233-M4073496,13,48
"Apartamento en Arriendo, Belen Loma De Los Bernal, Medellín",Belen Loma De Los Bernal | Medellín,$2.900.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/14059-M5997827,14059-M5997827,13,49
"Apartamento en Arriendo, LAS ACACIAS Suroccidente, Medellín",LAS ACACIAS Suroccidente | Noroccidente | Medellín,$1.500.000,"250 m²
1 hab.
1 bañ.
2 par.",250,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-1-habitaciones-1-banos-2-garajes/MC5978959,MC5978959,13,50
"Oficina en Arriendo, EL POBLADO Nororiente, Medellín",EL POBLADO Nororiente | Suroriente | Medellín,$3.900.000,"30 m²
2 hab.
1 bañ.
1 par.",30,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-simesa-2-habitaciones-1-banos-1-garajes/MC6018199,MC6018199,13,51
"Oficina en Arriendo, EL POBLADO Nororiente, Medellín",EL POBLADO Nororiente | Suroriente | Medellín,$2.399.000,"30 m²
1 bañ.",30,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-1-banos/MC5811102,MC5811102,13,52
"Apartamento en Arriendo, BELEN LOS ALPES Suroccidente, Medellín",BELEN LOS ALPES Suroccidente | Suroccidente | Medellín,$2.150.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alpes-3-habitaciones-2-banos-1-garajes/MC6049847,MC6049847,13,53
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.400.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos/11813-M5965769,11813-M5965769,14,1
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$4.900.000,"61 m²
1 hab.
2 bañ.
1 par.",61,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-2-banos-1-garajes/11813-M5986681,11813-M5986681,14,2
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.000.000,"80 m²
3 hab.
2 bañ.
1 par.",80,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/2511-M5251519,2511-M5251519,14,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.900.000,"110 m²
2 hab.
3 bañ.
2 par.",110,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M4819529,687-M4819529,14,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.000.000,"134 m²
3 hab.
4 bañ.
2 par.",134,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5154745,687-M5154745,14,5
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$17.000.000,"400 m²
4 hab.
4 bañ.
2 par.",400,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-4-habitaciones-4-banos-2-garajes/687-M5309521,687-M5309521,14,6
"Apartamento en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$3.800.000,"77 m²
3 hab.
2 bañ.
1 par.",77,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4771640,12116-M4771640,14,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.700.000,"180 m²
3 hab.
2 bañ.
2 par.",180,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M5785925,687-M5785925,14,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.700.000,"130 m²
3 hab.
4 bañ.
2 par.",130,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M4871800,687-M4871800,14,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.500.000,"180 m²
3 hab.
3 bañ.
2 par.",180,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/687-M4871967,687-M4871967,14,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.900.000,"80 m²
2 hab.
2 bañ.",80,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos/687-M5154803,687-M5154803,14,11
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.200.000,"126 m²
3 hab.
2 bañ.
1 par.",126,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5783073,12116-M5783073,14,12
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$21.200.000,"400 m²
4 hab.
4 bañ.
2 par.",400,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-4-habitaciones-4-banos-2-garajes/687-M5309506,687-M5309506,14,13
"Local Comercial en Arriendo, GUAYABAL, Medellín",GUAYABAL | Otros | Medellín,$6.500.000,200 m²,200,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-trinidad/687-M5964505,687-M5964505,14,14
"Bodega en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$43.000.000,1.500 m²,500,,,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-campo-amor/687-M5143586,687-M5143586,14,15
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.200.000,"140 m²
2 hab.
3 bañ.
2 par.",140,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-2-habitaciones-3-banos-2-garajes/687-M6011306,687-M6011306,14,16
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.800.000,"350 m²
4 hab.
3 bañ.
2 par.",350,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-florida-4-habitaciones-3-banos-2-garajes/687-M5010975,687-M5010975,14,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.950.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-3-habitaciones-2-banos-1-garajes/687-M5783935,687-M5783935,14,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$2.400.000,"56 m²
2 hab.
2 bañ.
1 par.",56,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no1-2-habitaciones-2-banos-1-garajes/687-M5835452,687-M5835452,14,19
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.000.000,"140 m²
4 hab.
3 bañ.
1 par.",140,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-3-banos-1-garajes/12116-M5784532,12116-M5784532,14,20
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.200.000,"126 m²
3 hab.
2 bañ.
1 par.",126,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5783464,12116-M5783464,14,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.200.000,"175 m²
3 hab.
3 bañ.
1 par.",175,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-1-garajes/687-M4658811,687-M4658811,14,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.600.000,"198 m²
3 hab.
3 bañ.
2 par.",198,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/687-M5062615,687-M5062615,14,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.000.000,"117 m²
3 hab.
2 bañ.
2 par.",117,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M1955126,687-M1955126,14,24
"Bodega en Arriendo, Zona Industrial De Belen, Medellín",Zona Industrial De Belen | Medellín,$20.000.000,"240 m²
1 bañ.",240,,1,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-zona-industrial-de-belen-1-banos/17287-M5953240,17287-M5953240,14,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.650.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M4820361,687-M4820361,14,26
"Local Comercial en Arriendo, Medellin, Medellín",Medellin | Nororiente | Medellín,$2.500.000,40 m²,40,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villanueva/18336-M5480785,18336-M5480785,14,27
"Local Comercial en Arriendo, EL POBLADO OVIEDO, Medellín",EL POBLADO OVIEDO | Suroriente | Medellín,$31.000.000,179 m²,179,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-aguacatala/3165-M5702753,3165-M5702753,14,28
"Local Comercial en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$10.784.000,"203 m²
2 par.",203,,,2,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-guayabal-2-garajes/699-M5751236,699-M5751236,14,29
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores | Medellín,$3.000.000,"74 m²
3 hab.
2 bañ.
1 par.",74,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/19474-M5966129,19474-M5966129,14,30
"Oficina en Arriendo, EL POBLADO LAS PALMAS, Medellín",EL POBLADO LAS PALMAS | Medellín,$65.000.000,"716 m²
5 bañ.
4 par.",716,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-las-palmas-5-banos-4-garajes/13064-M4600429,13064-M4600429,14,31
"Oficina en Arriendo, EL POBLADO DE SANTA MARIA DE LOS ANGELES, Medellín",EL POBLADO DE SANTA MARIA DE LOS ANGELES | Suroriente | Medellín,$2.200.000,"12 m²
2 bañ.",12,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-santa-maria-de-los-angeles-2-banos/16286-M5971509,16286-M5971509,14,32
"Oficina en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$7.172.280,"123,66 m²
1 bañ.
1 par.",66,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-belen-1-banos-1-garajes/684-M5849033,684-M5849033,14,33
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$1.550.000,"40 m²
2 hab.
1 bañ.",40,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-lucia-2-habitaciones-1-banos/11813-M5850308,11813-M5850308,14,34
"Oficina en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$2.204.000,"38 m²
1 bañ.
1 par.",38,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-belen-1-banos-1-garajes/684-M5849023,684-M5849023,14,35
"Oficina en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$2.030.000,"35 m²
1 bañ.
1 par.",35,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-belen-1-banos-1-garajes/684-M5849029,684-M5849029,14,36
"Local Comercial en Arriendo, La Candelaria, Medellín",La Candelaria | Centro | Medellín,$74.922.800,"2.497 m²
5 bañ.
4 par.",497,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-candelaria-5-banos-4-garajes/684-M4156089,684-M4156089,14,37
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.300.000,"176 m²
2 hab.
2 bañ.
2 par.",176,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-2-garajes/11704-M6052563,11704-M6052563,14,38
"Apartaestudio en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$4.500.000,"63 m²
1 hab.
2 bañ.
1 par.",63,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-el-poblado-1-habitaciones-2-banos-1-garajes/17017-M6063073,17017-M6063073,14,39
"Apartamento en Arriendo, La Tomatera, Medellín",La Tomatera | Suroriente | Medellín,$4.400.000,"109 m²
3 hab.
2 bañ.",109,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos/2214-M6069293,2214-M6069293,14,40
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.000.000,"232 m²
3 hab.
3 bañ.
3 par.",232,3,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-3-garajes/11704-M5859699,11704-M5859699,14,41
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Medellín,$8.870.000,"250 m²
3 hab.
5 bañ.
3 par.",250,3,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-5-banos-3-garajes/4660-M5957386,4660-M5957386,14,42
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$7.900.000,"128 m²
3 hab.
5 bañ.
2 par.",128,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-2-garajes/11704-M5158970,11704-M5158970,14,43
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Medellín,$5.500.000,"120 m²
3 hab.
3 bañ.
2 par.",120,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/18597-M6064665,18597-M6064665,14,44
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$7.000.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/98-M5988858,98-M5988858,14,45
"Oficina en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$23.000.000,"300 m²
5 bañ.
4 par.",300,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-5-banos-4-garajes/14894-M6011063,14894-M6011063,14,46
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$8.500.000,"92 m²
2 hab.
2 bañ.
2 par.",92,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/5175-M5328293,5175-M5328293,14,47
"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Medellín",SANTA MARIA DE LOS ANGELES | Suroriente | Medellín,$6.500.000,"110 m²
3 hab.
2 bañ.
1 par.",110,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/233-M4867958,233-M4867958,14,48
"Apartamento en Arriendo, LAS LOMAS NO 2, Medellín",LAS LOMAS NO 2 | Suroriente | Medellín,$5.400.000,"134 m²
3 hab.
2 bañ.
1 par.",134,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-2-banos-1-garajes/233-M4492206,233-M4492206,14,49
"Apartamento en Arriendo, EL POBLADO CASTROPOL Nororiente, Medellín",EL POBLADO CASTROPOL Nororiente | Suroriente | Medellín,$4.500.000,"72 m²
2 hab.
2 bañ.
1 par.",72,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/MC4983092,MC4983092,14,50
"Apartamento en Arriendo, GUAYABAL Suroccidente, Medellín",GUAYABAL Suroccidente | Suroccidente | Medellín,$2.550.000,"41 m²
1 hab.
1 bañ.
1 par.",41,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-1-habitaciones-1-banos-1-garajes/MC5497357,MC5497357,14,51
"Local Comercial en Arriendo, LAURELES Noroccidente, Medellín",LAURELES Noroccidente | Noroccidente | Medellín,$3.500.000,"42 m²
1 bañ.",42,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-laureles-1-banos/MC5837737,MC5837737,14,52
"Oficina en Arriendo, EL POBLADO Nororiente, Medellín",EL POBLADO Nororiente | Suroriente | Medellín,$2.500.000,"49 m²
1 bañ.
1 par.",49,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-1-banos-1-garajes/MC5861158,MC5861158,14,53
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$25.000.000,"306 m²
3 hab.
4 bañ.
2 par.",306,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/17098-M5781507,17098-M5781507,15,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$5.500.000,"99 m²
3 hab.
2 bañ.",99,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos/11166-M6050438,11166-M6050438,15,2
"Apartamento en Arriendo, La Tomatera, Medellín",La Tomatera | Medellín,$5.800.000,"52 m²
1 hab.
2 bañ.",52,1,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-tomatera-1-habitaciones-2-banos/2214-M5988075,2214-M5988075,15,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$32.700.000,"410 m²
4 hab.
5 bañ.
4 par.",410,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-4-habitaciones-5-banos-4-garajes/687-M4102252,687-M4102252,15,4
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.900.000,"137 m²
3 hab.
4 bañ.
3 par.",137,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bolivariana-3-habitaciones-4-banos-3-garajes/12116-M4019862,12116-M4019862,15,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.700.000,"112 m²
3 hab.
4 bañ.
2 par.",112,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M5732943,687-M5732943,15,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.000.000,"105 m²
2 hab.
2 bañ.
1 par.",105,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-2-banos-1-garajes/687-M6063612,687-M6063612,15,7
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$25.000.000,210 m²,210,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-florida/687-M4500007,687-M4500007,15,8
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.600.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5965165,12116-M5965165,15,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$18.500.000,"215 m²
3 hab.
4 bañ.
3 par.",215,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M3678644,687-M3678644,15,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.350.000,"158 m²
3 hab.
3 bañ.
2 par.",158,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-3-banos-2-garajes/687-M5230970,687-M5230970,15,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.150.000,"69 m²
2 hab.
2 bañ.
1 par.",69,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/687-M5622478,687-M5622478,15,12
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$5.300.000,"132 m²
3 hab.
4 bañ.
1 par.",132,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-4-banos-1-garajes/12116-M5147881,12116-M5147881,15,13
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$9.200.000,"200 m²
3 hab.
4 bañ.
2 par.",200,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-4-banos-2-garajes/687-M5960202,687-M5960202,15,14
"Apartamento en Arriendo, GUAYABAL, Medellín",GUAYABAL | Otros | Medellín,$2.750.000,"58 m²
2 hab.
2 bañ.
1 par.",58,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-colina-2-habitaciones-2-banos-1-garajes/12116-M5965203,12116-M5965203,15,15
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$7.200.000,"200 m²
4 bañ.
1 par.",200,,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-acacias-4-banos-1-garajes/12116-M6066226,12116-M6066226,15,16
"Apartaestudio en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.700.000,"136 m²
1 hab.
2 bañ.
2 par.",136,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-el-tesoro-1-habitaciones-2-banos-2-garajes/687-M4962052,687-M4962052,15,17
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.700.000,"110 m²
3 hab.
4 bañ.
1 par.",110,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-1-garajes/12116-M4410730,12116-M4410730,15,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"490 m²
3 hab.
5 bañ.
3 par.",490,3,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-5-banos-3-garajes/687-M2049422,687-M2049422,15,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.300.000,"156 m²
3 hab.
4 bañ.
2 par.",156,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M5779185,687-M5779185,15,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"67 m²
1 hab.
2 bañ.
1 par.",67,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6009144,687-M6009144,15,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$22.700.000,"410 m²
4 hab.
5 bañ.
4 par.",410,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-4-habitaciones-5-banos-4-garajes/687-M4102280,687-M4102280,15,22
