titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.000.000,"92 m²
3 hab.
3 bañ.
1 par.",92,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-velodromo-3-habitaciones-3-banos-1-garajes/16174-M5947313,16174-M5947313,152,47
"Apartamento en Arriendo, Sin Barrio, Medellín",Sin Barrio | Medellín,$2.500.000,"65 m²
3 hab.
2 bañ.",65,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-sin-barrio-3-habitaciones-2-banos/18597-M6041341,18597-M6041341,152,48
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$6.500.000,"200 m²
5 hab.
4 bañ.
2 par.",200,5,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-5-habitaciones-4-banos-2-garajes/18597-M6041090,18597-M6041090,152,49
"Apartaestudio en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$6.500.000,"76 m²
1 hab.
2 bañ.
2 par.",76,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-las-palmas-1-habitaciones-2-banos-2-garajes/16120-M5835321,16120-M5835321,152,50
"Apartamento en Arriendo, SAN ANTONIO DE PRADO, Medellín",SAN ANTONIO DE PRADO | Suroccidente | Medellín,$1.200.000,"58 m²
3 hab.
1 bañ.",58,3,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-fatima-3-habitaciones-1-banos/18178-M6044643,18178-M6044643,152,51
"Apartamento en Arriendo, El Campestre, Medellín",El Campestre | Suroriente | Medellín,$4.500.000,"70 m²
2 hab.
2 bañ.
2 par.",70,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-2-garajes/16895-M5699139,16895-M5699139,152,52
"Oficina en Arriendo, Centro, Medellín",Centro | Nororiente | Medellín,$3.500.000,"98 m²
2 bañ.",98,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-2-banos/18714-M5553792,18714-M5553792,152,53
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Nororiente | Medellín,$9.500.000,"83 m²
3 hab.
5 bañ.",83,3,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-5-banos/2895-M5364841,2895-M5364841,153,1
"Casa en Arriendo, Palmas, Medellín",Palmas | Medellín,$70.000.000,"999 m²
4 hab.
5 bañ.
4 par.",999,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-4-habitaciones-5-banos-4-garajes/19797-M6051683,19797-M6051683,153,2
"Apartamento en Arriendo, Robledo, Medellín",Robledo | Noroccidente | Medellín,$1.600.000,"75 m²
3 hab.
2 bañ.",75,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nazareth-3-habitaciones-2-banos/737-M6018696,737-M6018696,153,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.200.000,"75 m²
2 hab.
2 bañ.
1 par.",75,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4792177,687-M4792177,153,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.700.000,"80 m²
3 hab.
2 bañ.
1 par.",80,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5591479,687-M5591479,153,5
"Local Comercial en Arriendo, LA CANDELARIA, Medellín",LA CANDELARIA | Suroriente | Medellín,$9.000.000,117 m²,117,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-perpetuo-socorro/687-M5120938,687-M5120938,153,6
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$5.300.000,"160 m²
2 bañ.",160,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-bolivariana-2-banos/687-M4673099,687-M4673099,153,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.100.000,"93 m²
2 hab.
2 bañ.
2 par.",93,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M4827014,687-M4827014,153,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.900.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5244103,687-M5244103,153,9
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.100.000,60 m²,60,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-patio-bonito/687-M5607974,687-M5607974,153,10
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.450.000,"92 m²
3 hab.
2 bañ.
1 par.",92,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5638876,12116-M5638876,153,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.800.000,"58 m²
2 hab.
2 bañ.
1 par.",58,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5528799,687-M5528799,153,12
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$46.000.000,1.300 m²,300,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-diego/687-M5111087,687-M5111087,153,13
"Bodega en Arriendo, GUAYABAL, Medellín",GUAYABAL | Otros | Medellín,$6.000.000,90 m²,90,,,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-trinidad/687-M5946432,687-M5946432,153,14
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$14.700.000,"177 m²
3 hab.
4 bañ.
2 par.",177,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M5578438,687-M5578438,153,15
"Local Comercial en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.100.000,161 m²,161,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-joaquin/12116-M5523880,12116-M5523880,153,16
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.600.000,25 m²,25,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-patio-bonito/687-M5559594,687-M5559594,153,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"70 m²
1 hab.
2 bañ.
2 par.",70,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-2-garajes/687-M5806633,687-M5806633,153,18
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.000.000,27 m²,27,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-balsos-no.2/687-M4683888,687-M4683888,153,19
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,60 m²,60,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-alejandria/687-M5441812,687-M5441812,153,20
"Oficina en Arriendo, GUAYABAL, Medellín",GUAYABAL | Otros | Medellín,$16.000.000,"207 m²
3 bañ.
3 par.",207,,3,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-cristo-rey-3-banos-3-garajes/687-M5818602,687-M5818602,153,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.950.000,"50 m²
1 hab.
1 bañ.
1 par.",50,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-1-banos-1-garajes/687-M5197232,687-M5197232,153,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Medellín,$9.700.000,"180 m²
2 hab.
2 bañ.
2 par.",180,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-2-garajes/687-M3638775,687-M3638775,153,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.800.000,"106 m²
3 hab.
3 bañ.
1 par.",106,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-3-habitaciones-3-banos-1-garajes/687-M4927380,687-M4927380,153,24
"Apartamento en Arriendo, BELEN ROSALES, Medellín",BELEN ROSALES | Suroccidente | Medellín,$2.700.000,"60 m²
2 hab.
2 bañ.",60,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-2-habitaciones-2-banos/12116-M5364226,12116-M5364226,153,25
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.900.000,"38 m²
1 bañ.
1 par.",38,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-1-garajes/687-M5288636,687-M5288636,153,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.350.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-1-garajes/687-M5080562,687-M5080562,153,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.500.000,"112 m²
3 hab.
2 bañ.
2 par.",112,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-2-garajes/687-M5689532,687-M5689532,153,28
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.750.000,"87 m²
2 hab.
2 bañ.
1 par.",87,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M4924268,687-M4924268,153,29
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.000.000,"116 m²
1 bañ.",116,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-belen-1-banos/12116-M4683804,12116-M4683804,153,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.800.000,"65 m²
2 hab.
3 bañ.
2 par.",65,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5636191,687-M5636191,153,31
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$9.000.000,"610 m²
4 bañ.
4 par.",610,,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-4-banos-4-garajes/687-M5523535,687-M5523535,153,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$11.350.000,"134 m²
3 hab.
3 bañ.
2 par.",134,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-3-habitaciones-3-banos-2-garajes/687-M5847757,687-M5847757,153,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.200.000,"88 m²
3 hab.
2 bañ.
2 par.",88,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-2-banos-2-garajes/687-M4988584,687-M4988584,153,34
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$7.400.000,"240 m²
4 hab.
3 bañ.
2 par.",240,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-urbanizacion-los-laureles-4-habitaciones-3-banos-2-garajes/19700-M5725261,19700-M5725261,153,35
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$13.300.000,80 m²,80,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-alejandria/687-M5609831,687-M5609831,153,36
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Noroccidente | Medellín,$2.400.000,"36 m²
1 hab.
1 bañ.",36,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-1-habitaciones-1-banos/12116-M5353971,12116-M5353971,153,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.500.000,"64 m²
1 hab.
2 bañ.
1 par.",64,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-1-habitaciones-2-banos-1-garajes/687-M5635958,687-M5635958,153,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.800.000,"64 m²
2 hab.
2 bañ.
1 par.",64,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5696410,687-M5696410,153,39
"Local Comercial en Arriendo, Centro, Medellín",Centro | Medellín,$1.200.000,22 m²,22,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-centro/20769-M5990474,20769-M5990474,153,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.650.000,"88 m²
1 hab.
2 bañ.
2 par.",88,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-2-garajes/687-M5251731,687-M5251731,153,41
"Apartamento en Arriendo, EL TESORO, Medellín",EL TESORO | Suroriente | Medellín,$8.000.000,"154 m²
2 hab.
3 bañ.
2 par.",154,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/16174-M5487008,16174-M5487008,153,42
"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Medellín",SANTA MARIA DE LOS ANGELES | Suroriente | Medellín,$6.000.000,"104 m²
3 hab.
3 bañ.
1 par.",104,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-1-garajes/16174-M5287639,16174-M5287639,153,43
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",CIUDAD DEL RIO | Suroriente | Medellín,$3.500.000,"46 m²
1 hab.
2 bañ.
1 par.",46,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-1-habitaciones-2-banos-1-garajes/16174-M5675702,16174-M5675702,153,44
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$6.800.000,"125 m²
3 hab.
4 bañ.
2 par.",125,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/16174-M5858711,16174-M5858711,153,45
"Apartamento en Arriendo, MILLA DE ORO, Medellín",MILLA DE ORO | Suroriente | Medellín,$6.200.000,"180 m²
3 hab.
3 bañ.
2 par.",180,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/16174-M5720189,16174-M5720189,153,46
"Apartamento en Arriendo, LOS PARRA, Medellín",LOS PARRA | Suroriente | Medellín,$6.800.000,"140 m²
3 hab.
4 bañ.
2 par.",140,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16174-M5454475,16174-M5454475,153,47
"Apartamento en Arriendo, Conquistadores, Medellín",Conquistadores | Medellín,$3.900.000,"101 m²
3 hab.
2 bañ.
1 par.",101,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-conquistadores-3-habitaciones-2-banos-1-garajes/98-M5380469,98-M5380469,153,48
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$3.600.000,"74 m²
3 hab.
2 bañ.
2 par.",74,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-2-garajes/18714-M6027476,18714-M6027476,153,49
"Apartamento en Arriendo, Sin Barrio, Medellín",Sin Barrio | Medellín,$2.500.000,"75 m²
2 hab.
2 bañ.
1 par.",75,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-sin-barrio-2-habitaciones-2-banos-1-garajes/18597-M6041140,18597-M6041140,153,50
"Apartamento en Arriendo, Santa Maria De Los Angeles, Medellín",Santa Maria De Los Angeles | Medellín,$5.900.000,"120 m²
3 hab.
4 bañ.
2 par.",120,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/18597-M6041196,18597-M6041196,153,51
"Apartamento en Arriendo, La Loma Del Indio, Medellín",La Loma Del Indio | Medellín,$3.900.000,"80 m²
2 hab.
2 bañ.
1 par.",80,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-loma-del-indio-2-habitaciones-2-banos-1-garajes/16120-M5686323,16120-M5686323,153,52
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$8.000.000,"127,6 m²
3 hab.
4 bañ.
2 par.",6,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/16120-M5727831,16120-M5727831,153,53
"Apartamento en Arriendo, Las Palmas M, Medellín",Las Palmas M | Medellín,$2.800.000,"58 m²
3 hab.
1 bañ.",58,3,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-m-3-habitaciones-1-banos/2214-M5716677,2214-M5716677,154,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$15.000.000,"270 m²
4 hab.
5 bañ.
2 par.",270,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-4-habitaciones-5-banos-2-garajes/19797-M6051464,19797-M6051464,154,2
"Oficina en Arriendo, Laureles, Medellín",Laureles | Suroccidente | Medellín,$2.800.000,"33 m²
1 bañ.
1 par.",33,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-acacias-1-banos-1-garajes/2511-M4157113,2511-M4157113,154,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.250.000,"45 m²
1 hab.
2 bañ.
2 par.",45,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-2-garajes/687-M5530913,687-M5530913,154,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.100.000,"98 m²
2 hab.
2 bañ.
2 par.",98,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-2-habitaciones-2-banos-2-garajes/687-M5088799,687-M5088799,154,5
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.000.000,"95 m²
3 hab.
2 bañ.
2 par.",95,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-velodromo-3-habitaciones-2-banos-2-garajes/12116-M5850603,12116-M5850603,154,6
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.650.000,"160 m²
2 bañ.",160,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-2-banos/12116-M5735443,12116-M5735443,154,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.900.000,"67 m²
2 hab.
2 bañ.
2 par.",67,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M5176238,687-M5176238,154,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"115 m²
3 hab.
2 bañ.
2 par.",115,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-2-garajes/687-M5243184,687-M5243184,154,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.650.000,"76 m²
2 hab.
2 bañ.
1 par.",76,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-2-banos-1-garajes/687-M5858364,687-M5858364,154,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Medellín,$23.000.000,"203 m²
2 hab.
3 bañ.
2 par.",203,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-3-banos-2-garajes/687-M3295091,687-M3295091,154,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.250.000,"110 m²
3 hab.
2 bañ.
2 par.",110,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M5746923,687-M5746923,154,12
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"73 m²
2 hab.
3 bañ.
1 par.",73,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/687-M5636015,687-M5636015,154,13
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.900.000,"87 m²
3 hab.
2 bañ.
2 par.",87,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-2-garajes/687-M5748219,687-M5748219,154,14
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.500.000,"79 m²
3 hab.
2 bañ.
1 par.",79,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5335312,687-M5335312,154,15
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.800.000,"98 m²
2 hab.
2 bañ.
2 par.",98,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-2-habitaciones-2-banos-2-garajes/687-M5088817,687-M5088817,154,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$8.650.000,"185 m²
3 hab.
4 bañ.
2 par.",185,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-4-banos-2-garajes/687-M5848231,687-M5848231,154,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"235 m²
3 hab.
4 bañ.
2 par.",235,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/687-M3680685,687-M3680685,154,18
"Bodega en Arriendo, La America, Medellín",La America | Medellín,$20.000.000,"330 m²
1 bañ.",330,,1,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-la-america-1-banos/20769-M5990390,20769-M5990390,154,19
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,$3.500.000,"16 m²
1 bañ.",16,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-1-banos/20769-M5990437,20769-M5990437,154,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$5.200.000,"80 m²
2 hab.
2 bañ.
1 par.",80,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-manila-2-habitaciones-2-banos-1-garajes/687-M5971680,687-M5971680,154,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$5.650.000,"78 m²
2 hab.
2 bañ.
1 par.",78,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5978074,687-M5978074,154,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.300.000,"60 m²
2 hab.
2 bañ.
1 par.",60,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5261315,687-M5261315,154,23
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.500.000,"150 m²
4 hab.
4 bañ.
2 par.",150,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-4-habitaciones-4-banos-2-garajes/12116-M5795892,12116-M5795892,154,24
"Local Comercial en Arriendo, Patio Bonito, Medellín",Patio Bonito | Suroriente | Medellín,$6.000.000,40 m²,40,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-aguacatala/20033-M5979539,20033-M5979539,154,25
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.100.000,"35 m²
1 bañ.
1 par.",35,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-diamante-no.2-1-banos-1-garajes/687-M4898567,687-M4898567,154,26
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$4.000.000,"57 m²
2 hab.
2 bañ.
1 par.",57,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M4667789,12116-M4667789,154,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.600.000,"58 m²
2 hab.
2 bañ.
1 par.",58,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5528808,687-M5528808,154,28
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.100.000,"35 m²
1 bañ.
1 par.",35,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-diamante-no.2-1-banos-1-garajes/687-M4899485,687-M4899485,154,29
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.800.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-2-banos-1-garajes/12116-M5802897,12116-M5802897,154,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$8.000.000,"122 m²
3 hab.
3 bañ.
2 par.",122,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/687-M5977953,687-M5977953,154,31
"Local Comercial en Arriendo, poblado, Medellín",poblado | Suroriente | Medellín,$4.000.000,50 m²,50,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-manila/687-M2203782,687-M2203782,154,32
